lon,lat,stcoFIPS,County,ClimateRegion
-119.40625,36.65625,6019,Fresno,Southern Central Valley
-119.34375,36.65625,6019,Fresno,Southern Central Valley
-116.09375,32.65625,6025,Imperial,Desert
-116.03125,32.65625,6025,Imperial,Desert
-115.96875,32.65625,6025,Imperial,Desert
-115.90625,32.65625,6025,Imperial,Desert
-115.84375,32.65625,6025,Imperial,Desert
-115.78125,32.65625,6025,Imperial,Desert
-115.71875,32.65625,6025,Imperial,Desert
-115.65625,32.65625,6025,Imperial,Desert
-116.09375,32.71875,6025,Imperial,Desert
-116.03125,32.71875,6025,Imperial,Desert
-115.96875,32.71875,6025,Imperial,Desert
-115.90625,32.71875,6025,Imperial,Desert
-115.84375,32.71875,6025,Imperial,Desert
-115.78125,32.71875,6025,Imperial,Desert
-115.71875,32.71875,6025,Imperial,Desert
-115.65625,32.71875,6025,Imperial,Desert
-115.59375,32.71875,6025,Imperial,Desert
-115.53125,32.71875,6025,Imperial,Desert
-115.46875,32.71875,6025,Imperial,Desert
-115.40625,32.71875,6025,Imperial,Desert
-115.34375,32.71875,6025,Imperial,Desert
-115.28125,32.71875,6025,Imperial,Desert
-115.21875,32.71875,6025,Imperial,Desert
-115.15625,32.71875,6025,Imperial,Desert
-115.09375,32.71875,6025,Imperial,Desert
-115.03125,32.71875,6025,Imperial,Desert
-114.96875,32.71875,6025,Imperial,Desert
-114.90625,32.71875,6025,Imperial,Desert
-114.84375,32.71875,6025,Imperial,Desert
-114.78125,32.71875,6025,Imperial,Desert
-116.09375,32.78125,6025,Imperial,Desert
-116.03125,32.78125,6025,Imperial,Desert
-115.96875,32.78125,6025,Imperial,Desert
-115.90625,32.78125,6025,Imperial,Desert
-115.84375,32.78125,6025,Imperial,Desert
-115.78125,32.78125,6025,Imperial,Desert
-115.71875,32.78125,6025,Imperial,Desert
-115.65625,32.78125,6025,Imperial,Desert
-115.59375,32.78125,6025,Imperial,Desert
-115.53125,32.78125,6025,Imperial,Desert
-115.46875,32.78125,6025,Imperial,Desert
-115.40625,32.78125,6025,Imperial,Desert
-115.34375,32.78125,6025,Imperial,Desert
-115.28125,32.78125,6025,Imperial,Desert
-115.21875,32.78125,6025,Imperial,Desert
-115.15625,32.78125,6025,Imperial,Desert
-115.09375,32.78125,6025,Imperial,Desert
-115.03125,32.78125,6025,Imperial,Desert
-114.96875,32.78125,6025,Imperial,Desert
-114.90625,32.78125,6025,Imperial,Desert
-114.84375,32.78125,6025,Imperial,Desert
-114.78125,32.78125,6025,Imperial,Desert
-114.71875,32.78125,6025,Imperial,Desert
-114.65625,32.78125,6025,Imperial,Desert
-114.59375,32.78125,6025,Imperial,Desert
-116.09375,32.84375,6025,Imperial,Desert
-116.03125,32.84375,6025,Imperial,Desert
-115.96875,32.84375,6025,Imperial,Desert
-115.90625,32.84375,6025,Imperial,Desert
-115.84375,32.84375,6025,Imperial,Desert
-115.78125,32.84375,6025,Imperial,Desert
-115.71875,32.84375,6025,Imperial,Desert
-115.65625,32.84375,6025,Imperial,Desert
-115.59375,32.84375,6025,Imperial,Desert
-115.53125,32.84375,6025,Imperial,Desert
-115.46875,32.84375,6025,Imperial,Desert
-115.40625,32.84375,6025,Imperial,Desert
-115.34375,32.84375,6025,Imperial,Desert
-115.28125,32.84375,6025,Imperial,Desert
-115.21875,32.84375,6025,Imperial,Desert
-115.15625,32.84375,6025,Imperial,Desert
-115.09375,32.84375,6025,Imperial,Desert
-115.03125,32.84375,6025,Imperial,Desert
-114.96875,32.84375,6025,Imperial,Desert
-114.90625,32.84375,6025,Imperial,Desert
-114.84375,32.84375,6025,Imperial,Desert
-114.78125,32.84375,6025,Imperial,Desert
-114.71875,32.84375,6025,Imperial,Desert
-114.65625,32.84375,6025,Imperial,Desert
-114.59375,32.84375,6025,Imperial,Desert
-114.53125,32.84375,6025,Imperial,Desert
-116.09375,32.90625,6025,Imperial,Desert
-116.03125,32.90625,6025,Imperial,Desert
-115.96875,32.90625,6025,Imperial,Desert
-115.90625,32.90625,6025,Imperial,Desert
-115.84375,32.90625,6025,Imperial,Desert
-115.78125,32.90625,6025,Imperial,Desert
-115.71875,32.90625,6025,Imperial,Desert
-115.65625,32.90625,6025,Imperial,Desert
-115.59375,32.90625,6025,Imperial,Desert
-115.53125,32.90625,6025,Imperial,Desert
-115.46875,32.90625,6025,Imperial,Desert
-115.40625,32.90625,6025,Imperial,Desert
-115.34375,32.90625,6025,Imperial,Desert
-115.28125,32.90625,6025,Imperial,Desert
-115.21875,32.90625,6025,Imperial,Desert
-115.15625,32.90625,6025,Imperial,Desert
-115.09375,32.90625,6025,Imperial,Desert
-115.03125,32.90625,6025,Imperial,Desert
-114.96875,32.90625,6025,Imperial,Desert
-114.90625,32.90625,6025,Imperial,Desert
-114.84375,32.90625,6025,Imperial,Desert
-114.78125,32.90625,6025,Imperial,Desert
-114.71875,32.90625,6025,Imperial,Desert
-114.65625,32.90625,6025,Imperial,Desert
-114.59375,32.90625,6025,Imperial,Desert
-114.53125,32.90625,6025,Imperial,Desert
-114.46875,32.90625,6025,Imperial,Desert
-116.09375,32.96875,6025,Imperial,Desert
-116.03125,32.96875,6025,Imperial,Desert
-115.96875,32.96875,6025,Imperial,Desert
-115.90625,32.96875,6025,Imperial,Desert
-115.84375,32.96875,6025,Imperial,Desert
-115.78125,32.96875,6025,Imperial,Desert
-115.71875,32.96875,6025,Imperial,Desert
-115.65625,32.96875,6025,Imperial,Desert
-115.59375,32.96875,6025,Imperial,Desert
-115.53125,32.96875,6025,Imperial,Desert
-115.46875,32.96875,6025,Imperial,Desert
-115.40625,32.96875,6025,Imperial,Desert
-115.34375,32.96875,6025,Imperial,Desert
-115.28125,32.96875,6025,Imperial,Desert
-115.21875,32.96875,6025,Imperial,Desert
-115.15625,32.96875,6025,Imperial,Desert
-115.09375,32.96875,6025,Imperial,Desert
-115.03125,32.96875,6025,Imperial,Desert
-114.96875,32.96875,6025,Imperial,Desert
-114.90625,32.96875,6025,Imperial,Desert
-114.84375,32.96875,6025,Imperial,Desert
-114.78125,32.96875,6025,Imperial,Desert
-114.71875,32.96875,6025,Imperial,Desert
-114.65625,32.96875,6025,Imperial,Desert
-114.59375,32.96875,6025,Imperial,Desert
-114.53125,32.96875,6025,Imperial,Desert
-116.09375,33.03125,6025,Imperial,Desert
-116.03125,33.03125,6025,Imperial,Desert
-115.96875,33.03125,6025,Imperial,Desert
-115.90625,33.03125,6025,Imperial,Desert
-115.84375,33.03125,6025,Imperial,Desert
-115.78125,33.03125,6025,Imperial,Desert
-115.71875,33.03125,6025,Imperial,Desert
-115.65625,33.03125,6025,Imperial,Desert
-115.59375,33.03125,6025,Imperial,Desert
-115.53125,33.03125,6025,Imperial,Desert
-115.46875,33.03125,6025,Imperial,Desert
-115.40625,33.03125,6025,Imperial,Desert
-115.34375,33.03125,6025,Imperial,Desert
-115.28125,33.03125,6025,Imperial,Desert
-115.21875,33.03125,6025,Imperial,Desert
-115.15625,33.03125,6025,Imperial,Desert
-115.09375,33.03125,6025,Imperial,Desert
-115.03125,33.03125,6025,Imperial,Desert
-114.96875,33.03125,6025,Imperial,Desert
-114.90625,33.03125,6025,Imperial,Desert
-114.84375,33.03125,6025,Imperial,Desert
-114.78125,33.03125,6025,Imperial,Desert
-114.71875,33.03125,6025,Imperial,Desert
-114.65625,33.03125,6025,Imperial,Desert
-114.53125,33.03125,6025,Imperial,Desert
-116.03125,33.09375,6025,Imperial,Desert
-115.96875,33.09375,6025,Imperial,Desert
-115.90625,33.09375,6025,Imperial,Desert
-115.84375,33.09375,6025,Imperial,Desert
-115.78125,33.09375,6025,Imperial,Desert
-115.71875,33.09375,6025,Imperial,Desert
-115.65625,33.09375,6025,Imperial,Desert
-115.59375,33.09375,6025,Imperial,Desert
-115.53125,33.09375,6025,Imperial,Desert
-115.46875,33.09375,6025,Imperial,Desert
-115.40625,33.09375,6025,Imperial,Desert
-115.34375,33.09375,6025,Imperial,Desert
-115.28125,33.09375,6025,Imperial,Desert
-115.21875,33.09375,6025,Imperial,Desert
-115.15625,33.09375,6025,Imperial,Desert
-115.09375,33.09375,6025,Imperial,Desert
-115.03125,33.09375,6025,Imperial,Desert
-114.96875,33.09375,6025,Imperial,Desert
-114.90625,33.09375,6025,Imperial,Desert
-114.84375,33.09375,6025,Imperial,Desert
-114.78125,33.09375,6025,Imperial,Desert
-114.71875,33.09375,6025,Imperial,Desert
-116.03125,33.15625,6025,Imperial,Desert
-115.96875,33.15625,6025,Imperial,Desert
-115.90625,33.15625,6025,Imperial,Desert
-115.84375,33.15625,6025,Imperial,Desert
-115.78125,33.15625,6025,Imperial,Desert
-115.71875,33.15625,6025,Imperial,Desert
-115.65625,33.15625,6025,Imperial,Desert
-115.59375,33.15625,6025,Imperial,Desert
-115.53125,33.15625,6025,Imperial,Desert
-115.46875,33.15625,6025,Imperial,Desert
-115.40625,33.15625,6025,Imperial,Desert
-115.34375,33.15625,6025,Imperial,Desert
-115.28125,33.15625,6025,Imperial,Desert
-115.21875,33.15625,6025,Imperial,Desert
-115.15625,33.15625,6025,Imperial,Desert
-115.09375,33.15625,6025,Imperial,Desert
-115.03125,33.15625,6025,Imperial,Desert
-114.96875,33.15625,6025,Imperial,Desert
-114.90625,33.15625,6025,Imperial,Desert
-114.84375,33.15625,6025,Imperial,Desert
-114.78125,33.15625,6025,Imperial,Desert
-114.71875,33.15625,6025,Imperial,Desert
-116.03125,33.21875,6025,Imperial,Desert
-115.96875,33.21875,6025,Imperial,Desert
-115.90625,33.21875,6025,Imperial,Desert
-115.84375,33.21875,6025,Imperial,Desert
-115.78125,33.21875,6025,Imperial,Desert
-115.71875,33.21875,6025,Imperial,Desert
-115.65625,33.21875,6025,Imperial,Desert
-115.59375,33.21875,6025,Imperial,Desert
-115.53125,33.21875,6025,Imperial,Desert
-115.46875,33.21875,6025,Imperial,Desert
-115.40625,33.21875,6025,Imperial,Desert
-115.34375,33.21875,6025,Imperial,Desert
-115.28125,33.21875,6025,Imperial,Desert
-115.21875,33.21875,6025,Imperial,Desert
-115.15625,33.21875,6025,Imperial,Desert
-115.09375,33.21875,6025,Imperial,Desert
-115.03125,33.21875,6025,Imperial,Desert
-114.96875,33.21875,6025,Imperial,Desert
-114.90625,33.21875,6025,Imperial,Desert
-114.84375,33.21875,6025,Imperial,Desert
-114.78125,33.21875,6025,Imperial,Desert
-114.71875,33.21875,6025,Imperial,Desert
-116.03125,33.28125,6025,Imperial,Desert
-115.96875,33.28125,6025,Imperial,Desert
-115.90625,33.28125,6025,Imperial,Desert
-115.84375,33.28125,6025,Imperial,Desert
-115.78125,33.28125,6025,Imperial,Desert
-115.71875,33.28125,6025,Imperial,Desert
-115.65625,33.28125,6025,Imperial,Desert
-115.59375,33.28125,6025,Imperial,Desert
-115.53125,33.28125,6025,Imperial,Desert
-115.46875,33.28125,6025,Imperial,Desert
-115.40625,33.28125,6025,Imperial,Desert
-115.34375,33.28125,6025,Imperial,Desert
-115.28125,33.28125,6025,Imperial,Desert
-115.21875,33.28125,6025,Imperial,Desert
-115.15625,33.28125,6025,Imperial,Desert
-115.09375,33.28125,6025,Imperial,Desert
-115.03125,33.28125,6025,Imperial,Desert
-114.96875,33.28125,6025,Imperial,Desert
-114.90625,33.28125,6025,Imperial,Desert
-114.84375,33.28125,6025,Imperial,Desert
-114.78125,33.28125,6025,Imperial,Desert
-114.71875,33.28125,6025,Imperial,Desert
-116.03125,33.34375,6025,Imperial,Desert
-115.96875,33.34375,6025,Imperial,Desert
-115.90625,33.34375,6025,Imperial,Desert
-115.84375,33.34375,6025,Imperial,Desert
-115.78125,33.34375,6025,Imperial,Desert
-115.71875,33.34375,6025,Imperial,Desert
-115.65625,33.34375,6025,Imperial,Desert
-115.59375,33.34375,6025,Imperial,Desert
-115.53125,33.34375,6025,Imperial,Desert
-115.46875,33.34375,6025,Imperial,Desert
-115.40625,33.34375,6025,Imperial,Desert
-115.34375,33.34375,6025,Imperial,Desert
-115.28125,33.34375,6025,Imperial,Desert
-115.21875,33.34375,6025,Imperial,Desert
-115.15625,33.34375,6025,Imperial,Desert
-115.09375,33.34375,6025,Imperial,Desert
-115.03125,33.34375,6025,Imperial,Desert
-114.96875,33.34375,6025,Imperial,Desert
-114.90625,33.34375,6025,Imperial,Desert
-114.84375,33.34375,6025,Imperial,Desert
-114.78125,33.34375,6025,Imperial,Desert
-114.71875,33.34375,6025,Imperial,Desert
-116.03125,33.40625,6025,Imperial,Desert
-115.96875,33.40625,6025,Imperial,Desert
-115.90625,33.40625,6025,Imperial,Desert
-115.84375,33.40625,6025,Imperial,Desert
-115.78125,33.40625,6025,Imperial,Desert
-115.71875,33.40625,6025,Imperial,Desert
-115.65625,33.40625,6025,Imperial,Desert
-115.59375,33.40625,6025,Imperial,Desert
-115.53125,33.40625,6025,Imperial,Desert
-115.46875,33.40625,6025,Imperial,Desert
-115.40625,33.40625,6025,Imperial,Desert
-115.34375,33.40625,6025,Imperial,Desert
-115.28125,33.40625,6025,Imperial,Desert
-115.21875,33.40625,6025,Imperial,Desert
-115.15625,33.40625,6025,Imperial,Desert
-115.09375,33.40625,6025,Imperial,Desert
-115.03125,33.40625,6025,Imperial,Desert
-114.96875,33.40625,6025,Imperial,Desert
-114.90625,33.40625,6025,Imperial,Desert
-114.84375,33.40625,6025,Imperial,Desert
-114.78125,33.40625,6025,Imperial,Desert
-117.96875,35.84375,6027,Inyo,Southeast Sierra
-117.90625,35.84375,6027,Inyo,Southeast Sierra
-117.84375,35.84375,6027,Inyo,Southeast Sierra
-117.78125,35.84375,6027,Inyo,Southeast Sierra
-117.71875,35.84375,6027,Inyo,Southeast Sierra
-117.65625,35.84375,6027,Inyo,Southeast Sierra
-117.59375,35.84375,6027,Inyo,Southeast Sierra
-117.53125,35.84375,6027,Inyo,Southeast Sierra
-117.46875,35.84375,6027,Inyo,Southeast Sierra
-117.40625,35.84375,6027,Inyo,Southeast Sierra
-117.34375,35.84375,6027,Inyo,Southeast Sierra
-117.28125,35.84375,6027,Inyo,Southeast Sierra
-117.21875,35.84375,6027,Inyo,Southeast Sierra
-117.15625,35.84375,6027,Inyo,Southeast Sierra
-117.09375,35.84375,6027,Inyo,Southeast Sierra
-117.03125,35.84375,6027,Inyo,Southeast Sierra
-116.96875,35.84375,6027,Inyo,Southeast Sierra
-116.90625,35.84375,6027,Inyo,Southeast Sierra
-116.84375,35.84375,6027,Inyo,Southeast Sierra
-116.78125,35.84375,6027,Inyo,Southeast Sierra
-116.71875,35.84375,6027,Inyo,Southeast Sierra
-116.65625,35.84375,6027,Inyo,Southeast Sierra
-116.59375,35.84375,6027,Inyo,Southeast Sierra
-116.53125,35.84375,6027,Inyo,Southeast Sierra
-116.46875,35.84375,6027,Inyo,Southeast Sierra
-116.40625,35.84375,6027,Inyo,Southeast Sierra
-116.34375,35.84375,6027,Inyo,Southeast Sierra
-116.28125,35.84375,6027,Inyo,Southeast Sierra
-116.21875,35.84375,6027,Inyo,Southeast Sierra
-116.15625,35.84375,6027,Inyo,Southeast Sierra
-116.09375,35.84375,6027,Inyo,Southeast Sierra
-116.03125,35.84375,6027,Inyo,Southeast Sierra
-115.96875,35.84375,6027,Inyo,Southeast Sierra
-115.90625,35.84375,6027,Inyo,Southeast Sierra
-115.84375,35.84375,6027,Inyo,Southeast Sierra
-115.78125,35.84375,6027,Inyo,Southeast Sierra
-115.71875,35.84375,6027,Inyo,Southeast Sierra
-117.96875,35.90625,6027,Inyo,Southeast Sierra
-117.90625,35.90625,6027,Inyo,Southeast Sierra
-117.84375,35.90625,6027,Inyo,Southeast Sierra
-117.78125,35.90625,6027,Inyo,Southeast Sierra
-117.71875,35.90625,6027,Inyo,Southeast Sierra
-117.65625,35.90625,6027,Inyo,Southeast Sierra
-117.59375,35.90625,6027,Inyo,Southeast Sierra
-117.53125,35.90625,6027,Inyo,Southeast Sierra
-117.46875,35.90625,6027,Inyo,Southeast Sierra
-117.40625,35.90625,6027,Inyo,Southeast Sierra
-117.34375,35.90625,6027,Inyo,Southeast Sierra
-117.28125,35.90625,6027,Inyo,Southeast Sierra
-117.21875,35.90625,6027,Inyo,Southeast Sierra
-117.15625,35.90625,6027,Inyo,Southeast Sierra
-117.09375,35.90625,6027,Inyo,Southeast Sierra
-117.03125,35.90625,6027,Inyo,Southeast Sierra
-116.96875,35.90625,6027,Inyo,Southeast Sierra
-116.90625,35.90625,6027,Inyo,Southeast Sierra
-116.84375,35.90625,6027,Inyo,Southeast Sierra
-116.78125,35.90625,6027,Inyo,Southeast Sierra
-116.71875,35.90625,6027,Inyo,Southeast Sierra
-116.65625,35.90625,6027,Inyo,Southeast Sierra
-116.59375,35.90625,6027,Inyo,Southeast Sierra
-116.53125,35.90625,6027,Inyo,Southeast Sierra
-116.46875,35.90625,6027,Inyo,Southeast Sierra
-116.40625,35.90625,6027,Inyo,Southeast Sierra
-116.34375,35.90625,6027,Inyo,Southeast Sierra
-116.28125,35.90625,6027,Inyo,Southeast Sierra
-116.21875,35.90625,6027,Inyo,Southeast Sierra
-116.15625,35.90625,6027,Inyo,Southeast Sierra
-116.09375,35.90625,6027,Inyo,Southeast Sierra
-116.03125,35.90625,6027,Inyo,Southeast Sierra
-115.96875,35.90625,6027,Inyo,Southeast Sierra
-115.90625,35.90625,6027,Inyo,Southeast Sierra
-115.84375,35.90625,6027,Inyo,Southeast Sierra
-115.78125,35.90625,6027,Inyo,Southeast Sierra
-117.96875,35.96875,6027,Inyo,Southeast Sierra
-117.90625,35.96875,6027,Inyo,Southeast Sierra
-117.84375,35.96875,6027,Inyo,Southeast Sierra
-117.78125,35.96875,6027,Inyo,Southeast Sierra
-117.71875,35.96875,6027,Inyo,Southeast Sierra
-117.65625,35.96875,6027,Inyo,Southeast Sierra
-117.59375,35.96875,6027,Inyo,Southeast Sierra
-117.53125,35.96875,6027,Inyo,Southeast Sierra
-117.46875,35.96875,6027,Inyo,Southeast Sierra
-117.40625,35.96875,6027,Inyo,Southeast Sierra
-117.34375,35.96875,6027,Inyo,Southeast Sierra
-117.28125,35.96875,6027,Inyo,Southeast Sierra
-117.21875,35.96875,6027,Inyo,Southeast Sierra
-117.15625,35.96875,6027,Inyo,Southeast Sierra
-117.09375,35.96875,6027,Inyo,Southeast Sierra
-117.03125,35.96875,6027,Inyo,Southeast Sierra
-116.96875,35.96875,6027,Inyo,Southeast Sierra
-116.90625,35.96875,6027,Inyo,Southeast Sierra
-116.84375,35.96875,6027,Inyo,Southeast Sierra
-116.78125,35.96875,6027,Inyo,Southeast Sierra
-116.71875,35.96875,6027,Inyo,Southeast Sierra
-116.65625,35.96875,6027,Inyo,Southeast Sierra
-116.59375,35.96875,6027,Inyo,Southeast Sierra
-116.53125,35.96875,6027,Inyo,Southeast Sierra
-116.46875,35.96875,6027,Inyo,Southeast Sierra
-116.40625,35.96875,6027,Inyo,Southeast Sierra
-116.34375,35.96875,6027,Inyo,Southeast Sierra
-116.28125,35.96875,6027,Inyo,Southeast Sierra
-116.21875,35.96875,6027,Inyo,Southeast Sierra
